Area,Price
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
2100,11167
2027,21481
850,7895
675,6667
1000,20435
1250,6800
50,18000
495,4646
1300,12714
1300,9875
1950,12182
1570,9722
1500,10500
900,5000
400,6000
1350,9750
1400,11667
1760,10930
1600,10667
1600,12222
1000,13333
